Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
5189,2021-02-03,CHI,,NYK,L 103-107,240,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107
5190,2021-02-03,NYK,@,CHI,W 107-103,240,43,89,0.483,32,67,0.478,11,22,0.5,10,15,0.667,107,43,88,0.489,37,52,0.712,6,36,0.167,11,16,0.688,103
5191,2021-02-03,CHO,,PHI,L 111-118,240,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118
5192,2021-02-03,PHI,@,CHO,W 118-111,240,41,79,0.519,31,55,0.564,10,24,0.417,26,32,0.813,118,39,87,0.448,25,50,0.5,14,37,0.378,19,23,0.826,111
5193,2021-02-03,CLE,,LAC,L 99-121,240,41,92,0.446,37,82,0.451,4,10,0.4,13,17,0.765,99,44,79,0.557,24,45,0.533,20,34,0.588,13,17,0.765,121
5194,2021-02-03,LAC,@,CLE,W 121-99,240,44,79,0.557,24,45,0.533,20,34,0.588,13,17,0.765,121,41,92,0.446,37,82,0.451,4,10,0.4,13,17,0.765,99
5195,2021-02-03,MIA,,WAS,L 100-103,240,36,83,0.434,24,48,0.5,12,35,0.343,16,22,0.727,100,35,84,0.417,20,47,0.426,15,37,0.405,18,25,0.72,103
5196,2021-02-03,WAS,@,MIA,W 103-100,240,35,84,0.417,20,47,0.426,15,37,0.405,18,25,0.72,103,36,83,0.434,24,48,0.5,12,35,0.343,16,22,0.727,100
5197,2021-02-03,IND,@,MIL,L 110-130,240,43,95,0.453,32,61,0.525,11,34,0.324,13,15,0.867,110,48,102,0.471,27,54,0.5,21,48,0.438,13,14,0.929,130
5198,2021-02-03,MIL,,IND,W 130-110,240,48,102,0.471,27,54,0.5,21,48,0.438,13,14,0.929,130,43,95,0.453,32,61,0.525,11,34,0.324,13,15,0.867,110
5199,2021-02-03,NOP,,PHO,W 123-101,240,46,90,0.511,32,57,0.561,14,33,0.424,17,21,0.81,123,38,82,0.463,30,47,0.638,8,35,0.229,17,20,0.85,101
5200,2021-02-03,PHO,@,NOP,L 101-123,240,38,82,0.463,30,47,0.638,8,35,0.229,17,20,0.85,101,46,90,0.511,32,57,0.561,14,33,0.424,17,21,0.81,123
5201,2021-02-03,HOU,@,OKC,L 87-104,240,33,86,0.384,21,40,0.525,12,46,0.261,9,13,0.692,87,36,83,0.434,26,50,0.52,10,33,0.303,22,26,0.846,104
5202,2021-02-03,OKC,,HOU,W 104-87,240,36,83,0.434,26,50,0.52,10,33,0.303,22,26,0.846,104,33,86,0.384,21,40,0.525,12,46,0.261,9,13,0.692,87
5203,2021-02-03,BOS,@,SAC,L 111-116,240,39,86,0.453,28,53,0.528,11,33,0.333,22,29,0.759,111,42,92,0.457,29,55,0.527,13,37,0.351,19,23,0.826,116
5204,2021-02-03,SAC,,BOS,W 116-111,240,42,92,0.457,29,55,0.527,13,37,0.351,19,23,0.826,116,39,86,0.453,28,53,0.528,11,33,0.333,22,29,0.759,111
5205,2021-02-03,MIN,@,SAS,L 108-111,240,43,94,0.457,30,61,0.492,13,33,0.394,9,11,0.818,108,43,96,0.448,36,70,0.514,7,26,0.269,18,24,0.75,111
5206,2021-02-03,SAS,,MIN,W 111-108,240,43,96,0.448,36,70,0.514,7,26,0.269,18,24,0.75,111,43,94,0.457,30,61,0.492,13,33,0.394,9,11,0.818,108
5207,2021-02-04,ATL,,UTA,L 91-112,240,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112
5208,2021-02-04,UTA,@,ATL,W 112-91,240,44,91,0.484,31,64,0.484,13,27,0.481,11,13,0.846,112,32,98,0.327,23,67,0.343,9,31,0.29,18,19,0.947,91
5209,2021-02-04,DAL,,GSW,L 116-147,240,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147
5210,2021-02-04,GSW,@,DAL,W 147-116,240,51,89,0.573,29,46,0.63,22,43,0.512,23,27,0.852,147,38,92,0.413,18,42,0.429,20,50,0.4,20,23,0.87,116
5211,2021-02-04,DEN,@,LAL,L 93-114,240,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114
5212,2021-02-04,LAL,,DEN,W 114-93,240,46,81,0.568,38,57,0.667,8,24,0.333,14,22,0.636,114,36,92,0.391,28,64,0.438,8,28,0.286,13,15,0.867,93
5213,2021-02-04,HOU,@,MEM,W 115-103,240,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103
5214,2021-02-04,MEM,,HOU,L 103-115,240,37,87,0.425,25,52,0.481,12,35,0.343,17,24,0.708,103,41,87,0.471,22,42,0.524,19,45,0.422,14,17,0.824,115
5215,2021-02-04,PHI,,POR,L 105-121,240,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121
5216,2021-02-04,POR,@,PHI,W 121-105,240,45,98,0.459,32,67,0.478,13,31,0.419,18,23,0.783,121,39,81,0.481,32,54,0.593,7,27,0.259,20,24,0.833,105
5217,2021-02-05,BRK,,TOR,L 117-123,240,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123
5218,2021-02-05,TOR,@,BRK,W 123-117,240,49,97,0.505,36,65,0.554,13,32,0.406,12,14,0.857,123,39,80,0.488,22,38,0.579,17,42,0.405,22,29,0.759,117
5219,2021-02-05,CHO,,UTA,L 121-138,240,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138
5220,2021-02-05,UTA,@,CHO,W 138-121,240,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121
5221,2021-02-05,CLE,,MIL,L 105-123,240,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123
5222,2021-02-05,MIL,@,CLE,W 123-105,240,50,97,0.515,43,75,0.573,7,22,0.318,16,22,0.727,123,41,92,0.446,30,60,0.5,11,32,0.344,12,16,0.75,105
5223,2021-02-05,IND,,NOP,L 113-114,240,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114
5224,2021-02-05,NOP,@,IND,W 114-113,240,41,76,0.539,28,51,0.549,13,25,0.52,19,26,0.731,114,41,93,0.441,21,51,0.412,20,42,0.476,11,16,0.688,113
5225,2021-02-05,BOS,@,LAC,W 119-115,240,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115
5226,2021-02-05,LAC,,BOS,L 115-119,240,42,81,0.519,28,49,0.571,14,32,0.438,17,21,0.81,115,43,90,0.478,27,52,0.519,16,38,0.421,17,21,0.81,119
5227,2021-02-05,MIA,,WAS,W 122-95,240,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95
5228,2021-02-05,WAS,@,MIA,L 95-122,240,33,89,0.371,25,56,0.446,8,33,0.242,21,24,0.875,95,43,86,0.5,27,50,0.54,16,36,0.444,20,23,0.87,122
5229,2021-02-05,MIN,@,OKC,W 106-103,240,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103
5230,2021-02-05,OKC,,MIN,L 103-106,240,39,85,0.459,26,51,0.51,13,34,0.382,12,17,0.706,103,41,94,0.436,25,54,0.463,16,40,0.4,8,9,0.889,106
5231,2021-02-05,CHI,@,ORL,L 119-123,240,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123
5232,2021-02-05,ORL,,CHI,W 123-119,240,42,81,0.519,31,54,0.574,11,27,0.407,28,37,0.757,123,46,96,0.479,37,66,0.561,9,30,0.3,18,20,0.9,119
5233,2021-02-05,DET,@,PHO,L 92-109,240,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109
5234,2021-02-05,PHO,,DET,W 109-92,240,42,85,0.494,30,53,0.566,12,32,0.375,13,16,0.813,109,34,91,0.374,27,55,0.491,7,36,0.194,17,28,0.607,92
5235,2021-02-06,ATL,,TOR,W 132-121,240,42,74,0.568,23,38,0.605,19,36,0.528,29,33,0.879,132,41,97,0.423,28,59,0.475,13,38,0.342,26,34,0.765,121
5236,2021-02-06,TOR,@,ATL,L 121-132,240,41,97,0.423,28,59,0.475,13,38,0.342,26,34,0.765,121,42,74,0.568,23,38,0.605,19,36,0.528,29,33,0.879,132
5237,2021-02-06,CLE,,MIL,L 99-124,240,39,86,0.453,33,58,0.569,6,28,0.214,15,21,0.714,99,47,86,0.547,31,52,0.596,16,34,0.471,14,23,0.609,124
5238,2021-02-06,MIL,@,CLE,W 124-99,240,47,86,0.547,31,52,0.596,16,34,0.471,14,23,0.609,124,39,86,0.453,33,58,0.569,6,28,0.214,15,21,0.714,99
5239,2021-02-06,DAL,,GSW,W 134-132,240,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132
5240,2021-02-06,GSW,@,DAL,L 132-134,240,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134
5241,2021-02-06,HOU,,SAS,L 106-111,240,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111
5242,2021-02-06,SAS,@,HOU,W 111-106,240,37,87,0.425,29,62,0.468,8,25,0.32,29,36,0.806,111,38,88,0.432,26,50,0.52,12,38,0.316,18,25,0.72,106
5243,2021-02-06,DET,@,LAL,L 129-135 (2OT),290,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135
5244,2021-02-06,LAL,,DET,W 135-129 (2OT),290,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129
5245,2021-02-06,MEM,@,NOP,L 109-118,240,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118
5246,2021-02-06,NOP,,MEM,W 118-109,240,45,87,0.517,30,54,0.556,15,33,0.455,13,21,0.619,118,40,90,0.444,27,51,0.529,13,39,0.333,16,19,0.842,109
5247,2021-02-06,NYK,,POR,W 110-99,240,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99
5248,2021-02-06,POR,@,NYK,L 99-110,240,37,89,0.416,20,42,0.476,17,47,0.362,8,16,0.5,99,44,88,0.5,31,58,0.534,13,30,0.433,9,13,0.692,110
5249,2021-02-06,MIN,@,OKC,L 118-120,240,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120
5250,2021-02-06,OKC,,MIN,W 120-118,240,46,90,0.511,34,57,0.596,12,33,0.364,16,20,0.8,120,47,93,0.505,35,57,0.614,12,36,0.333,12,22,0.545,118
5251,2021-02-06,CHI,@,ORL,W 118-92,240,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1,92
5252,2021-02-06,ORL,,CHI,L 92-118,240,37,95,0.389,31,68,0.456,6,27,0.222,12,12,1,92,47,91,0.516,32,61,0.525,15,30,0.5,9,13,0.692,118
5253,2021-02-06,BRK,@,PHI,L 108-124,240,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124
5254,2021-02-06,PHI,,BRK,W 124-108,240,48,94,0.511,38,67,0.567,10,27,0.37,18,22,0.818,124,39,88,0.443,24,47,0.511,15,41,0.366,15,17,0.882,108
5255,2021-02-06,DEN,@,SAC,L 114-119,240,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119
5256,2021-02-06,SAC,,DEN,W 119-114,240,44,91,0.484,30,56,0.536,14,35,0.4,17,24,0.708,119,45,97,0.464,32,62,0.516,13,35,0.371,11,14,0.786,114
5257,2021-02-07,CHO,,WAS,W 119-97,240,42,99,0.424,27,63,0.429,15,36,0.417,20,26,0.769,119,34,90,0.378,25,50,0.5,9,40,0.225,20,28,0.714,97
5258,2021-02-07,WAS,@,CHO,L 97-119,240,34,90,0.378,25,50,0.5,9,40,0.225,20,28,0.714,97,42,99,0.424,27,63,0.429,15,36,0.417,20,26,0.769,119
5259,2021-02-07,IND,,UTA,L 95-103,240,37,93,0.398,29,64,0.453,8,29,0.276,13,18,0.722,95,38,92,0.413,25,50,0.5,13,42,0.31,14,21,0.667,103
5260,2021-02-07,UTA,@,IND,W 103-95,240,38,92,0.413,25,50,0.5,13,42,0.31,14,21,0.667,103,37,93,0.398,29,64,0.453,8,29,0.276,13,18,0.722,95
5261,2021-02-07,LAC,,SAC,L 110-113,240,41,99,0.414,33,71,0.465,8,28,0.286,20,23,0.87,110,46,94,0.489,36,65,0.554,10,29,0.345,11,15,0.733,113
5262,2021-02-07,SAC,@,LAC,W 113-110,240,46,94,0.489,36,65,0.554,10,29,0.345,11,15,0.733,113,41,99,0.414,33,71,0.465,8,28,0.286,20,23,0.87,110
5263,2021-02-07,MIA,@,NYK,W 109-103,240,40,83,0.482,27,48,0.563,13,35,0.371,16,20,0.8,109,38,85,0.447,22,43,0.512,16,42,0.381,11,15,0.733,103
5264,2021-02-07,NYK,,MIA,L 103-109,240,38,85,0.447,22,43,0.512,16,42,0.381,11,15,0.733,103,40,83,0.482,27,48,0.563,13,35,0.371,16,20,0.8,109
5265,2021-02-07,BOS,@,PHO,L 91-100,240,33,93,0.355,16,49,0.327,17,44,0.386,8,12,0.667,91,40,82,0.488,32,53,0.604,8,29,0.276,12,12,1,100
5266,2021-02-07,PHO,,BOS,W 100-91,240,40,82,0.488,32,53,0.604,8,29,0.276,12,12,1,100,33,93,0.355,16,49,0.327,17,44,0.386,8,12,0.667,91
5267,2021-02-08,CHI,,WAS,L 101-105,240,36,85,0.424,27,55,0.491,9,30,0.3,20,24,0.833,101,36,86,0.419,30,60,0.5,6,26,0.231,27,36,0.75,105
5268,2021-02-08,WAS,@,CHI,W 105-101,240,36,86,0.419,30,60,0.5,6,26,0.231,27,36,0.75,105,36,85,0.424,27,55,0.491,9,30,0.3,20,24,0.833,101
5269,2021-02-08,CHO,,HOU,W 119-94,240,44,90,0.489,25,49,0.51,19,41,0.463,12,13,0.923,119,35,86,0.407,22,39,0.564,13,47,0.277,11,16,0.688,94
5270,2021-02-08,HOU,@,CHO,L 94-119,240,35,86,0.407,22,39,0.564,13,47,0.277,11,16,0.688,94,44,90,0.489,25,49,0.51,19,41,0.463,12,13,0.923,119
5271,2021-02-08,DAL,,MIN,W 127-122,240,45,87,0.517,33,53,0.623,12,34,0.353,25,30,0.833,127,42,91,0.462,24,49,0.49,18,42,0.429,20,28,0.714,122
5272,2021-02-08,MIN,@,DAL,L 122-127,240,42,91,0.462,24,49,0.49,18,42,0.429,20,28,0.714,122,45,87,0.517,33,53,0.623,12,34,0.353,25,30,0.833,127
5273,2021-02-08,DEN,,MIL,L 112-125,240,41,94,0.436,26,58,0.448,15,36,0.417,15,16,0.938,112,45,89,0.506,29,49,0.592,16,40,0.4,19,22,0.864,125
5274,2021-02-08,MIL,@,DEN,W 125-112,240,45,89,0.506,29,49,0.592,16,40,0.4,19,22,0.864,125,41,94,0.436,26,58,0.448,15,36,0.417,15,16,0.938,112
5275,2021-02-08,LAL,,OKC,W 119-112 (OT),265,44,95,0.463,35,57,0.614,9,38,0.237,22,29,0.759,119,43,110,0.391,31,72,0.431,12,38,0.316,14,19,0.737,112
5276,2021-02-08,OKC,@,LAL,L 112-119 (OT),265,43,110,0.391,31,72,0.431,12,38,0.316,14,19,0.737,112,44,95,0.463,35,57,0.614,9,38,0.237,22,29,0.759,119
5277,2021-02-08,MEM,,TOR,L 113-128,240,37,87,0.425,24,48,0.5,13,39,0.333,26,29,0.897,113,42,77,0.545,22,40,0.55,20,37,0.541,24,26,0.923,128
5278,2021-02-08,TOR,@,MEM,W 128-113,240,42,77,0.545,22,40,0.55,20,37,0.541,24,26,0.923,128,37,87,0.425,24,48,0.5,13,39,0.333,26,29,0.897,113
5279,2021-02-08,CLE,@,PHO,L 113-119,240,44,86,0.512,36,62,0.581,8,24,0.333,17,25,0.68,113,47,90,0.522,36,66,0.545,11,24,0.458,14,19,0.737,119
5280,2021-02-08,PHO,,CLE,W 119-113,240,47,90,0.522,36,66,0.545,11,24,0.458,14,19,0.737,119,44,86,0.512,36,62,0.581,8,24,0.333,17,25,0.68,113
5281,2021-02-08,GSW,@,SAS,L 100-105,240,38,86,0.442,25,49,0.51,13,37,0.351,11,15,0.733,100,39,96,0.406,28,65,0.431,11,31,0.355,16,19,0.842,105
5282,2021-02-08,SAS,,GSW,W 105-100,240,39,96,0.406,28,65,0.431,11,31,0.355,16,19,0.842,105,38,86,0.442,25,49,0.51,13,37,0.351,11,15,0.733,100
5283,2021-02-09,BRK,@,DET,L 111-122,240,43,86,0.5,32,56,0.571,11,30,0.367,14,16,0.875,111,47,84,0.56,34,55,0.618,13,29,0.448,15,21,0.714,122
5284,2021-02-09,DET,,BRK,W 122-111,240,47,84,0.56,34,55,0.618,13,29,0.448,15,21,0.714,122,43,86,0.5,32,56,0.571,11,30,0.367,14,16,0.875,111
5285,2021-02-09,MIA,,NYK,W 98-96,240,26,70,0.371,12,37,0.324,14,33,0.424,32,39,0.821,98,37,87,0.425,27,59,0.458,10,28,0.357,12,16,0.75,96
5286,2021-02-09,NYK,@,MIA,L 96-98,240,37,87,0.425,27,59,0.458,10,28,0.357,12,16,0.75,96,26,70,0.371,12,37,0.324,14,33,0.424,32,39,0.821,98
5287,2021-02-09,HOU,@,NOP,L 101-130,240,38,91,0.418,25,48,0.521,13,43,0.302,12,21,0.571,101,47,92,0.511,35,61,0.574,12,31,0.387,24,28,0.857,130
5288,2021-02-09,NOP,,HOU,W 130-101,240,47,92,0.511,35,61,0.574,12,31,0.387,24,28,0.857,130,38,91,0.418,25,48,0.521,13,43,0.302,12,21,0.571,101
5289,2021-02-09,ORL,@,POR,L 97-106,240,37,88,0.42,26,53,0.491,11,35,0.314,12,22,0.545,97,35,90,0.389,17,44,0.386,18,46,0.391,18,19,0.947,106
5290,2021-02-09,POR,,ORL,W 106-97,240,35,90,0.389,17,44,0.386,18,46,0.391,18,19,0.947,106,37,88,0.42,26,53,0.491,11,35,0.314,12,22,0.545,97
5291,2021-02-09,PHI,@,SAC,W 119-111,240,41,85,0.482,32,65,0.492,9,20,0.45,28,35,0.8,119,43,99,0.434,29,57,0.509,14,42,0.333,11,19,0.579,111
5292,2021-02-09,SAC,,PHI,L 111-119,240,43,99,0.434,29,57,0.509,14,42,0.333,11,19,0.579,111,41,85,0.482,32,65,0.492,9,20,0.45,28,35,0.8,119
5293,2021-02-09,GSW,@,SAS,W 114-91,240,42,91,0.462,25,51,0.49,17,40,0.425,13,19,0.684,114,32,86,0.372,24,62,0.387,8,24,0.333,19,21,0.905,91
5294,2021-02-09,SAS,,GSW,L 91-114,240,32,86,0.372,24,62,0.387,8,24,0.333,19,21,0.905,91,42,91,0.462,25,51,0.49,17,40,0.425,13,19,0.684,114
5295,2021-02-09,BOS,@,UTA,L 108-122,240,38,86,0.442,25,57,0.439,13,29,0.448,19,23,0.826,108,40,84,0.476,22,36,0.611,18,48,0.375,24,27,0.889,122
5296,2021-02-09,UTA,,BOS,W 122-108,240,40,84,0.476,22,36,0.611,18,48,0.375,24,27,0.889,122,38,86,0.442,25,57,0.439,13,29,0.448,19,23,0.826,108
5297,2021-02-10,BRK,,IND,W 104-94,240,32,76,0.421,23,45,0.511,9,31,0.29,31,35,0.886,104,36,92,0.391,21,54,0.389,15,38,0.395,7,11,0.636,94
5298,2021-02-10,IND,@,BRK,L 94-104,240,36,92,0.391,21,54,0.389,15,38,0.395,7,11,0.636,94,32,76,0.421,23,45,0.511,9,31,0.29,31,35,0.886,104
5299,2021-02-10,CHI,,NOP,W 129-116,240,48,81,0.593,23,34,0.676,25,47,0.532,8,11,0.727,129,41,81,0.506,28,45,0.622,13,36,0.361,21,26,0.808,116
5300,2021-02-10,NOP,@,CHI,L 116-129,240,41,81,0.506,28,45,0.622,13,36,0.361,21,26,0.808,116,48,81,0.593,23,34,0.676,25,47,0.532,8,11,0.727,129
5301,2021-02-10,ATL,@,DAL,L 117-118,240,40,88,0.455,26,49,0.531,14,39,0.359,23,28,0.821,117,43,84,0.512,29,49,0.592,14,35,0.4,18,20,0.9,118
5302,2021-02-10,DAL,,ATL,W 118-117,240,43,84,0.512,29,49,0.592,14,35,0.4,18,20,0.9,118,40,88,0.455,26,49,0.531,14,39,0.359,23,28,0.821,117
5303,2021-02-10,CLE,@,DEN,L 95-133,240,36,94,0.383,28,57,0.491,8,37,0.216,15,20,0.75,95,51,85,0.6,35,49,0.714,16,36,0.444,15,21,0.714,133
5304,2021-02-10,DEN,,CLE,W 133-95,240,51,85,0.6,35,49,0.714,16,36,0.444,15,21,0.714,133,36,94,0.383,28,57,0.491,8,37,0.216,15,20,0.75,95
5305,2021-02-10,LAL,,OKC,W 114-113 (OT),265,42,89,0.472,32,54,0.593,10,35,0.286,20,24,0.833,114,47,100,0.47,40,69,0.58,7,31,0.226,12,14,0.857,113
5306,2021-02-10,OKC,@,LAL,L 113-114 (OT),265,47,100,0.47,40,69,0.58,7,31,0.226,12,14,0.857,113,42,89,0.472,32,54,0.593,10,35,0.286,20,24,0.833,114
5307,2021-02-10,CHO,@,MEM,L 114-130,240,45,82,0.549,31,53,0.585,14,29,0.483,10,12,0.833,114,47,94,0.5,24,45,0.533,23,49,0.469,13,18,0.722,130
5308,2021-02-10,MEM,,CHO,W 130-114,240,47,94,0.5,24,45,0.533,23,49,0.469,13,18,0.722,130,45,82,0.549,31,53,0.585,14,29,0.483,10,12,0.833,114
5309,2021-02-10,LAC,@,MIN,W 119-112,240,41,82,0.5,29,59,0.492,12,23,0.522,25,29,0.862,119,41,95,0.432,26,54,0.481,15,41,0.366,15,19,0.789,112
5310,2021-02-10,MIN,,LAC,L 112-119,240,41,95,0.432,26,54,0.481,15,41,0.366,15,19,0.789,112,41,82,0.5,29,59,0.492,12,23,0.522,25,29,0.862,119
5311,2021-02-10,MIL,@,PHO,L 124-125,240,43,85,0.506,27,48,0.563,16,37,0.432,22,30,0.733,124,46,87,0.529,31,56,0.554,15,31,0.484,18,25,0.72,125
5312,2021-02-10,PHO,,MIL,W 125-124,240,46,87,0.529,31,56,0.554,15,31,0.484,18,25,0.72,125,43,85,0.506,27,48,0.563,16,37,0.432,22,30,0.733,124
5313,2021-02-10,TOR,@,WAS,W 137-115,240,49,93,0.527,30,61,0.492,19,32,0.594,20,23,0.87,137,42,93,0.452,30,52,0.577,12,41,0.293,19,23,0.826,115
5314,2021-02-10,WAS,,TOR,L 115-137,240,42,93,0.452,30,52,0.577,12,41,0.293,19,23,0.826,115,49,93,0.527,30,61,0.492,19,32,0.594,20,23,0.87,137
5315,2021-02-11,BOS,,TOR,W 120-106,240,39,86,0.453,19,47,0.404,20,39,0.513,22,28,0.786,120,41,83,0.494,32,55,0.582,9,28,0.321,15,19,0.789,106
5316,2021-02-11,TOR,@,BOS,L 106-120,240,41,83,0.494,32,55,0.582,9,28,0.321,15,19,0.789,106,39,86,0.453,19,47,0.404,20,39,0.513,22,28,0.786,120
5317,2021-02-11,DET,,IND,L 95-111,240,38,85,0.447,33,57,0.579,5,28,0.179,14,19,0.737,95,44,86,0.512,30,55,0.545,14,31,0.452,9,10,0.9,111
5318,2021-02-11,IND,@,DET,W 111-95,240,44,86,0.512,30,55,0.545,14,31,0.452,9,10,0.9,111,38,85,0.447,33,57,0.579,5,28,0.179,14,19,0.737,95
5319,2021-02-11,GSW,,ORL,W 111-105,240,41,88,0.466,21,38,0.553,20,50,0.4,9,12,0.75,111,38,97,0.392,23,64,0.359,15,33,0.455,14,18,0.778,105
5320,2021-02-11,ORL,@,GSW,L 105-111,240,38,97,0.392,23,64,0.359,15,33,0.455,14,18,0.778,105,41,88,0.466,21,38,0.553,20,50,0.4,9,12,0.75,111
5321,2021-02-11,HOU,,MIA,L 94-101,240,32,83,0.386,17,33,0.515,15,50,0.3,15,20,0.75,94,34,79,0.43,19,37,0.514,15,42,0.357,18,20,0.9,101
5322,2021-02-11,MIA,@,HOU,W 101-94,240,34,79,0.43,19,37,0.514,15,42,0.357,18,20,0.9,101,32,83,0.386,17,33,0.515,15,50,0.3,15,20,0.75,94
5323,2021-02-11,PHI,@,POR,L 114-118,240,42,86,0.488,36,59,0.61,6,27,0.222,24,29,0.828,114,40,93,0.43,23,55,0.418,17,38,0.447,21,23,0.913,118
5324,2021-02-11,POR,,PHI,W 118-114,240,40,93,0.43,23,55,0.418,17,38,0.447,21,23,0.913,118,42,86,0.488,36,59,0.61,6,27,0.222,24,29,0.828,114
5325,2021-02-12,ATL,,SAS,L 114-125,240,39,90,0.433,28,58,0.483,11,32,0.344,25,33,0.758,114,45,85,0.529,33,54,0.611,12,31,0.387,23,28,0.821,125
5326,2021-02-12,SAS,@,ATL,W 125-114,240,45,85,0.529,33,54,0.611,12,31,0.387,23,28,0.821,125,39,90,0.433,28,58,0.483,11,32,0.344,25,33,0.758,114
5327,2021-02-12,BOS,,DET,L 102-108,240,36,82,0.439,28,55,0.509,8,27,0.296,22,30,0.733,102,34,79,0.43,19,41,0.463,15,38,0.395,25,30,0.833,108
5328,2021-02-12,DET,@,BOS,W 108-102,240,34,79,0.43,19,41,0.463,15,38,0.395,25,30,0.833,108,36,82,0.439,28,55,0.509,8,27,0.296,22,30,0.733,102
5329,2021-02-12,CHI,,LAC,L 106-125,240,40,85,0.471,28,53,0.528,12,32,0.375,14,15,0.933,106,50,86,0.581,37,56,0.661,13,30,0.433,12,15,0.8,125
5330,2021-02-12,LAC,@,CHI,W 125-106,240,50,86,0.581,37,56,0.661,13,30,0.433,12,15,0.8,125,40,85,0.471,28,53,0.528,12,32,0.375,14,15,0.933,106
5331,2021-02-12,CHO,,MIN,W 120-114,240,44,90,0.489,31,54,0.574,13,36,0.361,19,19,1,120,45,99,0.455,29,58,0.5,16,41,0.39,8,14,0.571,114
5332,2021-02-12,MIN,@,CHO,L 114-120,240,45,99,0.455,29,58,0.5,16,41,0.39,8,14,0.571,114,44,90,0.489,31,54,0.574,13,36,0.361,19,19,1,120
5333,2021-02-12,DAL,,NOP,W 143-130,240,51,88,0.58,26,43,0.605,25,45,0.556,16,21,0.762,143,48,90,0.533,31,53,0.585,17,37,0.459,17,23,0.739,130
